filename,composer,type,tracks,ticks_per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
midi/classical/Bach/Bach_Contrepoint_No3_BWV1080.mid,Bach,1,5,240,,C,4,4,8,24,D,0,True,False,95.0,56.0,156.0,22.0,128.0,95.0,53.0,130.0,26.0,162.0,70.0,70.0
"midi/classical/Ginastera/Piano Sonata No.1, Mov.1.mid",Ginastera,1,3,192,,G,3,4,8,0,C,0,False,False,373.0,122.0,300.0,177.0,416.0,192.0,268.0,463.0,83.0,330.0,146.0,212.0
midi/classical/Bach/Bach_Cello_Suite_No4_BWV1010_Allemande.mid,Bach,1,3,1024,A,A,1,4,8,24,E,0.3125,True,False,8.0,196.0,126.0,50.0,192.0,18.0,174.0,16.0,172.0,206.0,6.0,190.0
midi/classical/Rachmaninov/racp23-4.mid,Rachmaninov,1,2,384,C,D,4,4,8,24,D,0.31944460416666665,False,False,32.0,105.0,285.0,12.0,139.0,21.0,166.0,157.0,11.0,189.0,54.0,163.0
"midi/classical/Ginastera/Piano Sonata No.1, Mov.2.mid",Ginastera,1,3,192,C,E,6,8,8,12,D,0,True,False,134.0,131.0,237.0,176.0,318.0,141.0,103.0,163.0,188.0,350.0,163.0,243.0
midi/classical/Rachmaninov/rac_op23_2.mid,Rachmaninov,1,3,480,Bb,A#,4,4,8,24,A#,0,False,False,217.0,83.0,518.0,224.0,106.0,606.0,123.0,241.0,87.0,205.0,672.0,70.0
midi/classical/Bach/Bach_Cello_Suite_No4_BWV1010_Courante.mid,Bach,1,3,1024,A,A,1,4,8,24,A,0.267857,True,False,2.0,156.0,102.0,64.0,172.0,16.0,146.0,8.0,152.0,234.0,10.0,200.0
"midi/classical/Ginastera/Piano Sonata No.1, Mov.4.mid",Ginastera,1,3,384,,C,6,16,8,96,C,0,True,False,293.0,203.0,604.0,48.0,527.0,190.0,171.0,284.0,44.0,590.0,97.0,488.0
midi/classical/Bach/Bach_Cello_Suite_No4_BWV1010_Gigue.mid,Bach,1,3,1024,A,A,2,8,8,12,A,0.1666665,True,False,34.0,166.0,88.0,68.0,176.0,24.0,150.0,6.0,150.0,174.0,14.0,116.0
midi/classical/Rachmaninov/rac_op23_3.mid,Rachmaninov,1,3,480,F,F,3,4,8,24,A#,0,False,False,114.0,152.0,389.0,42.0,220.0,349.0,16.0,261.0,41.0,423.0,214.0,20.0
midi/classical/Ginastera/Suite danzas criollas Danza 3.mid,Ginastera,1,2,240,,A,4,4,8,24,D,0.01,True,False,0.0,59.0,36.0,8.0,53.0,5.0,72.0,7.0,48.0,56.0,10.0,41.0
midi/classical/Bach/Bach_Cello_Suite_No4_BWV1010_Sarabande.mid,Bach,1,3,1024,A,A,3,4,8,24,E,0,True,False,8.0,94.0,48.0,28.0,110.0,8.0,60.0,6.0,90.0,104.0,10.0,82.0
midi/classical/Rachmaninov/rac_op23_5.mid,Rachmaninov,1,3,480,Bb,A#,4,4,8,24,G,0,False,False,263.0,65.0,886.0,267.0,92.0,185.0,280.0,664.0,37.0,486.0,612.0,24.0
midi/classical/Ginastera/Unknown.mid,Ginastera,1,2,240,,G#,4,4,8,24,F,1.4375,True,False,187.0,26.0,23.0,3.0,25.0,49.0,3.0,38.0,29.0,31.0,46.0,4.0
midi/classical/Rachmaninov/rac_op23_7.mid,Rachmaninov,1,3,480,Eb,D#,4,4,8,24,C,0,False,False,197.0,97.0,159.0,206.0,58.0,219.0,94.0,307.0,170.0,38.0,106.0,127.0
midi/classical/Rachmaninov/rac_op32_1.mid,Rachmaninov,1,3,480,C,C,4,4,8,24,C,0,False,False,167.0,64.0,66.0,62.0,116.0,73.0,51.0,137.0,82.0,58.0,47.0,56.0
midi/classical/Giuliani/Giuliani_Giulianiate_Op148_Allegria.mid,Giuliani,1,3,1024,A,A,1,4,8,24,E,0.535714,True,False,1.0,139.0,177.0,13.0,267.0,12.0,113.0,23.0,73.0,228.0,9.0,122.0
midi/classical/Giuliani/Giuliani_Andante_D.mid,Giuliani,1,2,96,D,D,2,4,8,24,A,1.1916666666666667,False,False,2.0,22.0,54.0,2.0,30.0,0.0,38.0,24.0,2.0,46.0,0.0,18.0
midi/classical/Giuliani/Giuliani_Andantino_in_A.mid,Giuliani,1,3,480,A,A,3,4,8,24,A,0,True,False,4.0,47.0,42.0,5.0,62.0,3.0,26.0,0.0,30.0,107.0,4.0,39.0
midi/classical/Bach/Bach_Cello_Suite_No5_BWV1011_5Gavottes_I_II.mid,Bach,1,2,1024,Am,C,1,2,8,48,E,0,True,False,165.0,27.0,174.0,10.0,190.0,82.0,37.0,106.0,51.0,201.0,6.0,145.0
midi/classical/Giuliani/Giuliani_Arietta_Op95_No3.mid,Giuliani,1,3,120,E,E,3,4,8,24,E,0,False,True,1.0,7.0,0.0,18.0,24.0,0.0,19.0,1.0,22.0,8.0,7.0,40.0
midi/classical/Rachmaninov/rac_op33_5.mid,Rachmaninov,1,3,480,Gb,E,9,8,8,12,F#,0,False,False,71.0,94.0,81.0,256.0,50.0,87.0,134.0,62.0,98.0,87.0,180.0,120.0
midi/classical/Bach/Bach_Cello_Suite_No6_BWV1012_Allemande.mid,Bach,1,3,1024,D,D,1,8,8,12,F#,1.2499998749999999,True,False,46.0,158.0,230.0,18.0,220.0,16.0,230.0,120.0,66.0,234.0,6.0,200.0
midi/classical/Rachmaninov/rac_op33_6.mid,Rachmaninov,1,3,480,Eb,D#,2,2,8,48,D#,0,False,False,158.0,15.0,143.0,365.0,18.0,93.0,45.0,336.0,127.0,21.0,298.0,95.0
midi/classical/Giuliani/Giuliani_Avventure_Amore_Op116.mid,Giuliani,1,3,480,,A,1,8,183,12,E,0,True,False,78.0,709.0,465.0,52.0,1288.0,78.0,147.0,38.0,538.0,1201.0,27.0,493.0
midi/classical/Bach/Bach_Cello_Suite_No6_BWV1012_Courante.mid,Bach,1,3,1024,D,D,1,8,8,12,D,0,True,False,18.0,194.0,256.0,2.0,250.0,0.0,224.0,136.0,52.0,266.0,10.0,176.0
midi/classical/Rachmaninov/rac_op33_8.mid,Rachmaninov,1,4,480,E,E,4,4,8,24,C#,0,False,False,49.0,382.0,17.0,114.0,236.0,64.0,66.0,78.0,317.0,99.0,73.0,105.0
midi/classical/Giuliani/Giuliani_Baccanali_Roma_Op102.mid,Giuliani,1,3,480,,D,3,4,227,11,D,0,True,False,73.0,180.0,632.0,14.0,282.0,103.0,281.0,256.0,69.0,663.0,69.0,173.0
midi/classical/Rachmaninov/rac_op3_2.mid,Rachmaninov,1,5,480,E,E,4,4,8,24,A,0,False,False,83.0,314.0,62.0,145.0,240.0,12.0,213.0,38.0,274.0,196.0,38.0,110.0
midi/classical/Bach/Bach_Cello_Suite_No6_BWV1012_Prelude.mid,Bach,1,3,1024,D,D,12,8,8,36,D,0,True,False,23.0,146.0,245.0,17.0,239.0,13.0,169.0,160.0,34.0,249.0,20.0,169.0
midi/classical/Rachmaninov/raop3212.mid,Rachmaninov,1,3,384,,B,12,8,8,24,G#,0,True,False,8.0,116.0,11.0,550.0,106.0,8.0,65.0,143.0,314.0,26.0,107.0,196.0
midi/classical/Bach/Bach_Cello_Suite_No6_BWV1012_Sarabande.mid,Bach,1,3,1024,D,D,3,2,8,48,A,0,True,False,18.0,60.0,116.0,6.0,108.0,12.0,90.0,94.0,8.0,116.0,2.0,64.0
midi/classical/Bach/Bach_Choral_No1_BWV645.mid,Bach,1,4,480,,E,1,4,20,13,B,0.428571,True,False,4.0,122.0,1.0,126.0,212.0,1.0,162.0,5.0,181.0,95.0,61.0,199.0
midi/classical/Bach/Bach_Chromatic_Fantasy_BWV903.mid,Bach,1,4,480,,G,4,4,66,15,E,0.136363625,True,False,118.0,72.0,99.0,166.0,223.0,72.0,176.0,155.0,97.0,169.0,60.0,255.0
midi/classical/Bach/Bach_Chromatic_Fugue_BWV903.mid,Bach,1,4,480,,G,3,4,163,9,B,0,True,False,180.0,144.0,256.0,78.0,341.0,51.0,268.0,217.0,108.0,321.0,53.0,348.0
midi/classical/Bach/Bach_Concerto_Brandebourg_Mov2_BWV1050.mid,Bach,1,4,480,,F,4,4,190,27,D,0,True,False,116.0,44.0,195.0,29.0,161.0,148.0,17.0,152.0,21.0,211.0,103.0,57.0
midi/classical/Bach/Bach_Concerto_No3_Clavecin_1Allegro_BWV1054.mid,Bach,1,3,480,,D,4,4,184,8,D,0,True,False,98.0,474.0,613.0,35.0,577.0,52.0,600.0,353.0,154.0,705.0,23.0,528.0
midi/classical/Bach/Bach_Concerto_No3_pour_clavecin_2Adagio_Piano_Sempre_BWV1054.mid,Bach,1,3,480,,D,3,4,40,26,F#,0,True,False,16.0,143.0,183.0,10.0,144.0,9.0,254.0,149.0,18.0,86.0,57.0,203.0
midi/classical/Rachmaninov/srapco31.mid,Rachmaninov,1,13,480,F,F,4,4,8,24,A,0,False,False,1839.0,894.0,2704.0,1167.0,1477.0,1944.0,945.0,1561.0,805.0,2683.0,1532.0,656.0
midi/classical/Bach/Bach_Concerto_Violon_BWV1042_1Allegro.mid,Bach,1,2,256,,D,,,,,F#,0,True,False,80.0,323.0,551.0,24.0,455.0,49.0,455.0,292.0,117.0,552.0,25.0,401.0
midi/classical/Giuliani/Giuliani_Concerto_No2_Op36_Andantino.mid,Giuliani,1,7,480,,D,3,4,155,17,A,0,True,False,30.0,238.0,394.0,25.0,279.0,46.0,233.0,146.0,117.0,424.0,35.0,198.0
midi/classical/Bach/Bach_Confiteor_BWV232.mid,Bach,1,4,1024,Em,G,2,2,8,48,E,0,True,False,215.0,64.0,251.0,63.0,300.0,73.0,182.0,274.0,48.0,240.0,32.0,297.0
midi/classical/Raff/Romance.mid,Raff,1,3,192,D,D,4,4,8,24,D,0,False,False,27.0,154.0,277.0,12.0,191.0,30.0,149.0,122.0,41.0,234.0,18.0,160.0
midi/classical/Bach/Bach_Contrepoint_No10_BWV1080.mid,Bach,1,5,240,,F,4,4,8,24,C#,0.461538,True,False,156.0,61.0,272.0,36.0,217.0,238.0,41.0,238.0,15.0,259.0,148.0,50.0
midi/classical/Bach/Bach_Contrepoint_No11_BWV1080.mid,Bach,1,5,240,,C,4,4,8,24,D,0.48,True,False,251.0,147.0,437.0,80.0,393.0,342.0,109.0,351.0,94.0,451.0,187.0,192.0
midi/classical/Bach/Bach_Contrepoint_No13a_BWV1080.mid,Bach,1,4,240,,F,4,4,8,24,A,1.285713,True,False,104.0,55.0,206.0,35.0,146.0,181.0,11.0,162.0,9.0,155.0,111.0,33.0
midi/classical/Bach/Bach_Contrepoint_No13b_BWV1080.mid,Bach,1,4,240,,F,4,4,8,24,D,1.285713,True,False,101.0,42.0,161.0,7.0,155.0,149.0,37.0,164.0,12.0,207.0,110.0,38.0
midi/classical/Bach/Bach_Contrepoint_No14_BWV1080.mid,Bach,1,3,240,,F,8,4,8,24,D,0,True,False,105.0,102.0,215.0,29.0,185.0,137.0,57.0,200.0,25.0,206.0,103.0,82.0
midi/classical/Giuliani/Giuliani_Concerto_No2_Op36_Rondo_allegretto.mid,Giuliani,1,7,480,,A,1,4,21,14,C#,0,True,False,252.0,664.0,494.0,231.0,1370.0,213.0,406.0,194.0,492.0,1095.0,145.0,796.0
midi/classical/Bach/Bach_Contrepoint_No15_BWV1080.mid,Bach,1,3,240,,C,9,16,8,18,A,0,True,False,86.0,110.0,248.0,1.0,222.0,195.0,4.0,164.0,71.0,252.0,69.0,78.0
midi/classical/Bach/Bach_Contrepoint_No16_BWV1080.mid,Bach,1,3,384,,F,8,4,8,24,A,0,True,False,101.0,93.0,195.0,6.0,221.0,214.0,5.0,197.0,9.0,222.0,117.0,46.0
midi/classical/Ravel/Alborada del Gracioso.mid,Ravel,1,3,480,Dm,C#,6,8,8,12,D,0,True,True,34.0,50.0,124.0,61.0,6.0,102.0,50.0,39.0,44.0,89.0,133.0,19.0
midi/classical/Bach/Bach_Contrepoint_No17_BWV1080.mid,Bach,1,3,240,,F,2,4,8,24,D,0,True,False,128.0,118.0,269.0,8.0,300.0,256.0,25.0,205.0,36.0,295.0,128.0,111.0
midi/classical/Giuliani/Giuliani_Concerto_No3_Op70_Allegro_maestoso.mid,Giuliani,1,15,480,,F,1,4,197,10,G,0,True,False,1893.0,162.0,811.0,252.0,943.0,1262.0,130.0,1516.0,236.0,1035.0,491.0,432.0
"midi/classical/Ravel/Chansons 2, Trois Beaux Oiseaux du Paradis.mid",Ravel,1,6,1024,Ab,D#,1,4,8,24,F,0,False,False,91.0,18.0,20.0,64.0,6.0,56.0,1.0,60.0,44.0,6.0,62.0,1.0
midi/classical/Bach/Bach_Contrepoint_No18_BWV1080.mid,Bach,1,5,384,,F,4,4,8,24,D,0.75,True,False,281.0,89.0,469.0,100.0,302.0,294.0,85.0,392.0,48.0,445.0,221.0,125.0
midi/classical/Ravel/Cinq Melodies Populaires Greaques No.1.mid,Ravel,1,6,120,Bb,D#,2,4,8,24,D,0,False,False,90.0,6.0,155.0,78.0,6.0,37.0,4.0,538.0,60.0,2.0,82.0,0.0
midi/classical/Bach/Bach_Contrepoint_No1_BWV1080.mid,Bach,1,5,240,,F,4,4,8,24,D,0,True,False,69.0,42.0,159.0,6.0,112.0,103.0,24.0,106.0,14.0,156.0,65.0,42.0
midi/classical/Giuliani/Giuliani_Concerto_No3_Op70_Polonaise.mid,Giuliani,1,12,480,,F,3,4,42,11,F,0,True,False,1409.0,98.0,539.0,143.0,614.0,1158.0,86.0,846.0,47.0,753.0,472.0,182.0
midi/classical/Ravel/Cinq Melodies Populaires Greaques No.2.mid,Ravel,1,6,120,B,E,2,4,8,24,G#,0,False,False,0.0,54.0,0.0,64.0,26.0,0.0,6.0,0.0,87.0,31.0,0.0,56.0
midi/classical/Giuliani/Giuliani_Concerto_Op30_No1_Alla_Pollaca.mid,Giuliani,1,3,1024,A,A,3,4,8,24,A,0,True,False,0.0,68.0,68.0,30.0,226.0,6.0,38.0,2.0,74.0,96.0,10.0,58.0
midi/classical/Ravel/Cinq Melodies Populaires Greaques No.3.mid,Ravel,1,6,120,G,C,2,4,8,24,C#,0,False,False,40.0,22.0,103.0,0.0,24.0,3.0,6.0,49.0,0.0,40.0,0.0,58.0
midi/classical/Giuliani/Giuliani_Concerto_Op30_No1_AllegroMaestoso.mid,Giuliani,1,3,1024,A,A,1,4,8,24,E,0.5078125,True,False,4.0,63.0,69.0,11.0,83.0,4.0,46.0,0.0,41.0,77.0,6.0,58.0
midi/classical/Bach/Bach_Contrepoint_No4_BWV1080.mid,Bach,1,5,240,,F,4,4,8,24,A,0,True,False,173.0,68.0,275.0,50.0,210.0,185.0,64.0,227.0,44.0,285.0,147.0,90.0
midi/classical/Ravel/Cinq Melodies Populaires Greaques No.4.mid,Ravel,1,6,120,A,D,3,4,8,24,A,0,False,False,0.0,94.0,22.0,22.0,121.0,0.0,20.0,0.0,6.0,168.0,0.0,40.0
midi/classical/Bach/Bach_Contrepoint_No5_BWV1080.mid,Bach,1,5,240,,F,4,4,8,24,A,0,True,False,112.0,44.0,187.0,26.0,138.0,160.0,27.0,176.0,11.0,213.0,115.0,36.0
midi/classical/Ravel/Cinq Melodies Populaires Greaques No.5.mid,Ravel,1,6,120,Ab,G#,2,4,8,24,G#,0,False,False,71.0,73.0,0.0,189.0,0.0,72.0,0.0,18.0,102.0,0.0,111.0,0.0
midi/classical/Giuliani/Giuliani_De_Calma_Oh_Ciel_Op101.mid,Giuliani,1,6,480,,C,6,8,183,12,C,0,True,False,1081.0,42.0,564.0,147.0,608.0,461.0,118.0,1330.0,40.0,260.0,52.0,427.0
midi/classical/Ravel/D'Anne jouant de l'espinette.mid,Ravel,1,5,480,,B,4,4,8,24,C#,0,True,False,4.0,191.0,0.0,113.0,144.0,13.0,83.0,0.0,220.0,46.0,50.0,108.0
midi/classical/Giuliani/Giuliani_Divertissement_No4_Op78.mid,Giuliani,1,3,480,,D,3,8,136,14,F#,0,True,False,7.0,41.0,111.0,3.0,72.0,1.0,60.0,44.0,14.0,92.0,5.0,32.0
midi/classical/Bach/Bach_Contrepoint_No8_BWV1080.mid,Bach,1,4,240,,F,4,4,8,24,D,0.8553562875,True,False,299.0,115.0,434.0,66.0,302.0,345.0,78.0,394.0,57.0,406.0,221.0,147.0
midi/classical/Giuliani/Giuliani_Divertissement_Op106_No2.mid,Giuliani,1,3,480,,C,1,4,197,10,E,0.352941,True,False,84.0,6.0,29.0,2.0,42.0,23.0,0.0,111.0,0.0,7.0,0.0,20.0
midi/classical/Ravel/Jeux d'Eau.mid,Ravel,1,2,240,,E,4,4,8,24,D#,0.495,True,False,218.0,518.0,254.0,275.0,373.0,148.0,447.0,243.0,504.0,330.0,271.0,360.0
midi/classical/Bach/Bach_Contrepoint_No9_BWV1080.mid,Bach,1,5,240,,F,4,4,8,24,D,0.39999999999999997,True,False,175.0,54.0,242.0,23.0,208.0,203.0,40.0,213.0,39.0,277.0,163.0,81.0
midi/classical/Giuliani/Giuliani_Divertissement_pour_la_guitare_op106_no1.mid,Giuliani,1,6,480,C,D,4,4,8,24,C#,0,True,False,49.0,151.0,66.0,20.0,166.0,48.0,27.0,67.0,62.0,227.0,4.0,129.0
midi/classical/Giuliani/Giuliani_Divertissement_pour_la_guitare_Op106_No3.mid,Giuliani,1,3,480,C,G,3,8,8,24,B,0,True,False,48.0,13.0,89.0,0.0,44.0,0.0,39.0,109.0,0.0,41.0,4.0,42.0
midi/classical/Ravel/Jeuxdeau suite.mid,Ravel,1,2,240,,E,4,4,8,24,D#,0,True,False,233.0,533.0,279.0,284.0,474.0,166.0,452.0,261.0,503.0,378.0,279.0,389.0
midi/classical/Bach/Bach_Double_Courante_BWV1002_excrpt_Partita_No2.mid,Bach,1,2,96,C,G,3,4,8,24,A,1.6375,False,False,52.0,6.0,39.0,10.0,60.0,25.0,27.0,39.0,11.0,57.0,4.0,51.0
midi/classical/Ravel/Pavane Pour Une Infante Défunte.mid,Ravel,1,2,120,C,G,4,4,8,24,G,0.01886793333333333,False,False,183.0,30.0,273.0,26.0,258.0,79.0,167.0,241.0,12.0,169.0,69.0,294.0
midi/classical/Ravel/Ravel_Bolero.mid,Ravel,1,3,120,G,G,3,4,8,24,G,0,False,False,56.0,3.0,397.0,20.0,44.0,28.0,40.0,178.0,32.0,72.0,7.0,59.0
midi/classical/Giuliani/Giuliani_Duettino_Op77_Minuetto_Scherzoso.mid,Giuliani,1,4,480,,D,1,4,39,9,F#,0,True,False,50.0,100.0,236.0,41.0,174.0,2.0,183.0,263.0,21.0,318.0,30.0,248.0
midi/classical/Ravel/Ravel_Enigme_Eternelle.mid,Ravel,1,5,480,,B,2,4,163,9,D#,0,True,False,13.0,53.0,36.0,38.0,113.0,0.0,88.0,66.0,2.0,17.0,70.0,68.0
midi/classical/Bach/bach_emajor_violin.mid,Bach,1,11,1024,E,E,4,4,8,24,E,0,True,False,32.0,770.0,128.0,692.0,937.0,43.0,799.0,56.0,877.0,561.0,209.0,1074.0
midi/classical/Giuliani/Giuliani_Duo_Flute_guitare_Variations_Op81.mid,Giuliani,1,3,480,,A,1,4,83,7,E,0,True,False,63.0,468.0,381.0,62.0,924.0,41.0,221.0,53.0,234.0,736.0,23.0,360.0
midi/classical/Bach/Bach_English_Suite_No3_BWV808_Allemande.mid,Bach,1,3,120,C,C,1,8,8,12,C,0.22058824999999999,False,False,134.0,16.0,140.0,14.0,197.0,128.0,36.0,96.0,58.0,184.0,16.0,148.0
midi/classical/Ravel/Ravel_Entretiens_Belle_Bete_Mere_Oye.mid,Ravel,1,5,480,,C,3,4,246,7,F,0,True,False,101.0,82.0,106.0,65.0,117.0,117.0,76.0,130.0,56.0,155.0,75.0,99.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt3_No10.mid,Giuliani,1,3,1024,A,A,2,4,8,24,C#,0.517241,True,False,0.0,23.0,20.0,0.0,36.0,0.0,9.0,0.0,13.0,41.0,0.0,23.0
midi/classical/Ravel/Ravel_Gibet.mid,Ravel,1,5,480,,C,4,4,190,24,B,2.4324315,True,False,66.0,41.0,101.0,43.0,130.0,94.0,73.0,103.0,34.0,94.0,23.0,322.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt3_No2.mid,Giuliani,1,2,256,,C,,,,,C,0,True,False,57.0,3.0,18.0,2.0,27.0,15.0,4.0,35.0,3.0,7.0,2.0,17.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt3_No3.mid,Giuliani,1,3,1024,D,D,1,4,8,24,F#,0.535714,True,False,0.0,20.0,46.0,1.0,55.0,0.0,25.0,13.0,3.0,84.0,0.0,12.0
midi/classical/Bach/Bach_English_Suite_No6_BWV811_Allemande.mid,Bach,1,3,1024,Dm,F,1,8,8,12,D,0.27777775,True,False,110.0,76.0,228.0,28.0,182.0,158.0,32.0,198.0,30.0,206.0,110.0,88.0
midi/classical/Ravel/Ravel_Habanera.mid,Ravel,1,4,1024,Gm,A#,2,4,8,24,D,0,True,True,53.0,1.0,177.0,43.0,18.0,34.0,16.0,40.0,13.0,37.0,42.0,0.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt3_No9.mid,Giuliani,1,3,1024,D,A,1,4,8,24,D,0,True,False,0.0,26.0,29.0,0.0,42.0,0.0,24.0,13.0,15.0,48.0,0.0,23.0
midi/classical/Ravel/Ravel_Infante_defunte.mid,Ravel,1,3,384,D,D,4,4,8,24,D,0,False,False,82.0,159.0,230.0,11.0,174.0,64.0,293.0,186.0,32.0,279.0,21.0,248.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No1.mid,Giuliani,1,2,256,,G,4,4,8,24,G,0,True,False,40.0,4.0,55.0,0.0,26.0,3.0,7.0,71.0,2.0,17.0,2.0,29.0
midi/classical/Bach/Bach_English_Suite_No6_BWV811_Double.mid,Bach,1,3,1024,Dm,C,3,2,8,48,D,0,True,False,10.0,34.0,50.0,2.0,35.0,29.0,10.0,38.0,12.0,39.0,12.0,24.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No11.mid,Giuliani,1,3,1024,A,E,4,4,8,24,E,1.4788725,True,False,7.0,46.0,15.0,23.0,143.0,0.0,24.0,3.0,33.0,57.0,13.0,53.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No3.mid,Giuliani,1,3,1024,C,C,2,4,8,24,E,1.267605,True,False,36.0,6.0,20.0,6.0,61.0,15.0,2.0,12.0,15.0,38.0,0.0,39.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No4.mid,Giuliani,1,3,1024,C,C,2,4,8,24,C,0.90909,True,False,44.0,0.0,48.0,8.0,50.0,18.0,12.0,107.0,1.0,14.0,0.0,35.0
midi/classical/Bach/Bach_English_Suite_No6_BWV811_GavotteII.mid,Bach,1,3,1024,D,D,1,2,8,48,A,0,True,False,14.0,26.0,216.0,0.0,82.0,0.0,151.0,107.0,8.0,96.0,0.0,56.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No5.mid,Giuliani,1,2,256,,G,,,,,G,0,True,False,17.0,7.0,86.0,1.0,12.0,1.0,23.0,49.0,3.0,32.0,4.0,41.0
midi/classical/Giuliani/Giuliani_Allegretto_in_F.mid,Giuliani,1,2,96,F,C,3,4,8,24,F,0,False,False,75.0,4.0,44.0,1.0,40.0,56.0,3.0,51.0,2.0,37.0,21.0,32.0
midi/classical/Ravel/ravel_miroirs_1.mid,Ravel,1,3,480,Db,C#,3,4,8,24,A,0,False,False,236.0,263.0,153.0,307.0,104.0,411.0,239.0,215.0,206.0,172.0,368.0,149.0
midi/classical/Giuliani/Giuliani_Concerto_No3_Op70_Andantino_alla_Siciliana.mid,Giuliani,1,10,480,,C,6,8,70,17,E,0,True,False,577.0,17.0,332.0,102.0,385.0,195.0,69.0,738.0,43.0,174.0,77.0,279.0
midi/classical/Ravel/Ravel_Prelude.mid,Ravel,1,3,480,,G,3,4,165,16,B,0.5454545,True,False,15.0,14.0,25.0,7.0,20.0,7.0,23.0,27.0,4.0,28.0,9.0,36.0
midi/classical/Bach/Bach_English_Suite_No6_BWV811_Prelude.mid,Bach,1,3,1024,Dm,F,9,8,8,36,D,0,True,False,486.0,165.0,687.0,83.0,560.0,547.0,107.0,565.0,71.0,690.0,370.0,236.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No6.mid,Giuliani,1,3,1024,A,A,2,4,8,24,A,1.339285,True,False,0.0,53.0,43.0,1.0,77.0,2.0,26.0,2.0,32.0,69.0,4.0,44.0
midi/classical/Bach/Bach_English_Suite_No6_BWV811_Sarabande.mid,Bach,1,3,1024,Dm,F,3,2,8,48,D,0,True,False,30.0,42.0,88.0,2.0,76.0,66.0,14.0,82.0,10.0,96.0,46.0,18.0
midi/classical/Giuliani/Giuliani_Etude_No20_Op48.mid,Giuliani,1,2,1024,G,G,3,16,8,18,D,0,True,False,24.0,0.0,148.0,0.0,3.0,0.0,36.0,77.0,0.0,43.0,0.0,66.0
midi/classical/Bach/Bach_Et_in_Spiritum_BWV232.mid,Bach,1,3,120,E,E,6,8,8,12,E,0,False,False,38.0,240.0,16.0,256.0,365.0,15.0,314.0,9.0,309.0,171.0,76.0,324.0
midi/classical/Giuliani/Giuliani_Etudes_Op1_Pt4_No7.mid,Giuliani,1,2,256,,D,4,4,8,24,A,0,True,False,0.0,39.0,59.0,7.0,47.0,0.0,41.0,23.0,11.0,103.0,4.0,13.0
midi/classical/Bach/Bach_Fantasia_BWV917.mid,Bach,1,2,384,C,C,4,4,8,24,E,0.5555555,False,False,75.0,12.0,82.0,8.0,113.0,46.0,24.0,66.0,32.0,124.0,11.0,79.0
midi/classical/Ravel/rav_gib.mid,Ravel,1,4,480,Gb,B,4,4,8,24,A#,0,False,True,16.0,48.0,29.0,64.0,45.0,37.0,41.0,11.0,57.0,6.0,198.0,42.0
midi/classical/Bach/Bach_French_Suite_No1_BWV812_Allemande.mid,Bach,1,3,120,F,F,1,4,8,24,D,0.64285725,False,False,74.0,60.0,162.0,22.0,134.0,141.0,12.0,160.0,4.0,183.0,158.0,22.0
midi/classical/Giuliani/Giuliani_Etude_No10_Op48.mid,Giuliani,1,2,192,Bb,F,4,4,8,24,A#,0,False,False,13.0,0.0,63.0,24.0,23.0,68.0,6.0,14.0,0.0,26.0,49.0,2.0
midi/classical/Giuliani/Giuliani_Etude_No11_Op48.mid,Giuliani,1,2,192,D,D,4,4,8,24,D,0,False,False,0.0,38.0,62.0,0.0,40.0,1.0,40.0,49.0,1.0,45.0,0.0,47.0
midi/classical/Bach/Bach_French_Suite_No1_BWV812_Courante.mid,Bach,1,3,120,F,F,1,4,8,24,A,0.352941,False,False,78.0,50.0,142.0,18.0,104.0,94.0,30.0,140.0,2.0,169.0,92.0,24.0
midi/classical/Bach/Bach_French_Suite_No1_BWV812_Gigue.mid,Bach,1,3,120,F,C,4,4,8,24,A,0.50000025,False,False,74.0,35.0,134.0,0.0,117.0,75.0,22.0,79.0,15.0,133.0,42.0,58.0
midi/classical/Giuliani/Giuliani_Etude_No13_Op48.mid,Giuliani,1,2,1024,C,C,4,4,8,24,C,0,True,False,57.0,6.0,39.0,4.0,52.0,34.0,11.0,121.0,2.0,27.0,8.0,32.0
midi/classical/Giuliani/Giuliani_Etude_No14_Op48.mid,Giuliani,1,2,192,E,E,3,4,8,24,E,0,False,False,19.0,22.0,16.0,19.0,83.0,5.0,30.0,7.0,49.0,58.0,7.0,78.0
midi/classical/Ravel/rav_scarbo.mid,Ravel,1,3,480,B,D,3,8,8,12,G,0,False,True,17.0,122.0,170.0,301.0,332.0,91.0,62.0,156.0,204.0,26.0,94.0,113.0
